run_number,activation,optimizer,structure,dataset,mse_train,mse_val,mse_test,epochs_run,fit_time_sec
9,leaky_relu,SGD,"[256, 256, 128]",Dane1_standardise,0.016743,0.020186,0.01176,111,16.95
10,leaky_relu,SGD,"[256, 256, 128]",Dane1_standardise,0.015085,0.020311,0.011131,119,18.05
1,leaky_relu,SGD,"[256, 256, 128]",Dane1_raw,0.115406,0.102041,0.117214,65,10.14
2,leaky_relu,SGD,"[256, 256, 128]",Dane1_raw,0.124833,0.114008,0.129285,59,9.33
3,leaky_relu,SGD,"[256, 256, 128]",Dane1_raw,0.099055,0.091547,0.10316,84,13.02
4,leaky_relu,SGD,"[256, 256, 128]",Dane1_raw,0.182486,0.165528,0.182967,49,7.89
5,leaky_relu,SGD,"[256, 256, 128]",Dane1_raw,0.216449,0.205548,0.21342,37,6.05
6,leaky_relu,SGD,"[256, 256, 128]",Dane1_raw,0.093042,0.089356,0.098368,71,11.0
7,leaky_relu,SGD,"[256, 256, 128]",Dane1_raw,0.100121,0.098747,0.107579,74,11.53
8,leaky_relu,SGD,"[256, 256, 128]",Dane1_raw,0.093499,0.091975,0.097924,67,10.5
9,leaky_relu,SGD,"[256, 256, 128]",Dane1_raw,0.10117,0.101794,0.111042,66,10.34
10,leaky_relu,SGD,"[256, 256, 128]",Dane1_raw,0.143998,0.12323,0.142974,52,8.31
1,leaky_relu,SGD,"[256, 256, 128]",Dane2_standardise,0.000373,0.000224,0.000254,134,16.74
2,leaky_relu,SGD,"[256, 256, 128]",Dane2_standardise,0.000406,0.000283,0.000301,83,10.67
3,leaky_relu,SGD,"[256, 256, 128]",Dane2_standardise,0.000388,0.000227,0.00025,131,16.5
4,leaky_relu,SGD,"[256, 256, 128]",Dane2_standardise,0.000331,0.000141,0.000223,116,14.61
5,leaky_relu,SGD,"[256, 256, 128]",Dane2_standardise,0.000838,0.000544,0.000694,20,3.1
6,leaky_relu,SGD,"[256, 256, 128]",Dane2_standardise,0.000455,0.000237,0.00036,67,8.75
7,leaky_relu,SGD,"[256, 256, 128]",Dane2_standardise,0.000443,0.000271,0.00034,88,11.3
8,leaky_relu,SGD,"[256, 256, 128]",Dane2_standardise,0.000342,0.000176,0.000249,133,16.7
9,leaky_relu,SGD,"[256, 256, 128]",Dane2_standardise,0.000447,0.000277,0.000386,121,15.33
10,leaky_relu,SGD,"[256, 256, 128]",Dane2_standardise,0.000347,0.000241,0.000244,101,12.91
1,leaky_relu,SGD,"[256, 256, 128]",Dane2_raw,0.000603,0.00023,0.000471,78,10.03
2,leaky_relu,SGD,"[256, 256, 128]",Dane2_raw,0.000426,0.000171,0.000299,73,9.55
3,leaky_relu,SGD,"[256, 256, 128]",Dane2_raw,0.000761,0.000189,0.000578,51,6.82
4,leaky_relu,SGD,"[256, 256, 128]",Dane2_raw,0.000404,0.000117,0.000265,102,13.03
5,leaky_relu,SGD,"[256, 256, 128]",Dane2_raw,0.00066,0.000215,0.000498,47,6.39
6,leaky_relu,SGD,"[256, 256, 128]",Dane2_raw,0.000376,0.000153,0.000245,103,13.06
7,leaky_relu,SGD,"[256, 256, 128]",Dane2_raw,0.000602,0.000159,0.000474,62,8.12
8,leaky_relu,SGD,"[256, 256, 128]",Dane2_raw,0.000512,0.000172,0.000395,72,9.34
9,leaky_relu,SGD,"[256, 256, 128]",Dane2_raw,0.00049,0.000128,0.000378,71,9.26
10,leaky_relu,SGD,"[256, 256, 128]",Dane2_raw,0.000572,0.000178,0.000435,61,8.06
1,tanh,Adam,[32],Dane1_standardise,0.461359,0.508637,0.462976,11,2.22
2,tanh,Adam,[32],Dane1_standardise,0.482589,0.474497,0.469449,12,2.19
3,tanh,Adam,[32],Dane1_standardise,0.464095,0.499219,0.462162,11,2.06
4,tanh,Adam,[32],Dane1_standardise,0.518788,0.472018,0.495473,11,2.1
5,tanh,Adam,[32],Dane1_standardise,0.461458,0.511252,0.463587,11,2.07
6,tanh,Adam,[32],Dane1_standardise,0.460979,0.507115,0.462432,11,2.1
7,tanh,Adam,[32],Dane1_standardise,0.460806,0.507555,0.462382,31,4.59
8,tanh,Adam,[32],Dane1_standardise,0.459626,0.504989,0.461296,14,2.44
9,tanh,Adam,[32],Dane1_standardise,0.475353,0.47459,0.464578,12,2.2
10,tanh,Adam,[32],Dane1_standardise,0.459978,0.504271,0.461267,28,4.27
1,tanh,Adam,[32],Dane1_raw,0.278141,0.319893,0.283661,108,14.5
2,tanh,Adam,[32],Dane1_raw,0.275086,0.307297,0.279287,97,12.96
3,tanh,Adam,[32],Dane1_raw,0.312171,0.349072,0.315257,53,7.42
4,tanh,Adam,[32],Dane1_raw,0.293645,0.328183,0.296158,77,10.47
5,tanh,Adam,[32],Dane1_raw,0.295231,0.332273,0.298384,75,10.27
6,tanh,Adam,[32],Dane1_raw,0.28737,0.317836,0.289979,81,10.95
7,tanh,Adam,[32],Dane1_raw,0.273688,0.305577,0.277114,100,13.42
8,tanh,Adam,[32],Dane1_raw,0.586155,0.468706,0.548231,11,2.09
9,tanh,Adam,[32],Dane1_raw,0.289591,0.328697,0.293267,72,9.8
10,tanh,Adam,[32],Dane1_raw,0.289055,0.322568,0.291478,104,13.92
1,tanh,Adam,[32],Dane2_standardise,0.001357,0.001217,0.000796,246,28.17
2,tanh,Adam,[32],Dane2_standardise,0.00134,0.00115,0.000876,233,26.64
3,tanh,Adam,[32],Dane2_standardise,0.001705,0.00167,0.001373,294,33.45
4,tanh,Adam,[32],Dane2_standardise,0.001542,0.001701,0.001238,205,23.39
5,tanh,Adam,[32],Dane2_standardise,0.001612,0.001367,0.001004,238,27.28
6,tanh,Adam,[32],Dane2_standardise,0.001975,0.001831,0.001423,195,22.48
7,tanh,Adam,[32],Dane2_standardise,0.00125,0.001151,0.000815,357,40.36
8,tanh,Adam,[32],Dane2_standardise,0.000962,0.000958,0.000658,374,42.22
9,tanh,Adam,[32],Dane2_standardise,0.001571,0.001509,0.000948,284,32.22
10,tanh,Adam,[32],Dane2_standardise,0.001865,0.001479,0.001139,303,34.45
1,tanh,Adam,[32],Dane2_raw,0.013378,0.010032,0.01193,109,12.83
2,tanh,Adam,[32],Dane2_raw,0.012533,0.009753,0.011277,101,12.03
3,tanh,Adam,[32],Dane2_raw,0.012744,0.009526,0.011302,101,12.02
4,tanh,Adam,[32],Dane2_raw,0.012425,0.0091,0.010927,76,9.14
5,tanh,Adam,[32],Dane2_raw,0.012862,0.009612,0.0115,102,12.09
6,tanh,Adam,[32],Dane2_raw,0.012629,0.009259,0.011163,76,9.26
7,tanh,Adam,[32],Dane2_raw,0.012773,0.00963,0.011337,96,11.36
8,tanh,Adam,[32],Dane2_raw,0.012572,0.009494,0.011281,94,11.17
9,tanh,Adam,[32],Dane2_raw,0.012077,0.009391,0.010899,109,12.85
10,tanh,Adam,[32],Dane2_raw,0.012098,0.009026,0.010781,86,10.33
1,tanh,Adam,"[32, 16]",Dane1_standardise,0.462395,0.499388,0.461536,16,3.11
2,tanh,Adam,"[32, 16]",Dane1_standardise,0.456328,0.489085,0.455932,41,6.2
3,tanh,Adam,"[32, 16]",Dane1_standardise,0.605285,0.498766,0.566876,11,2.28
4,tanh,Adam,"[32, 16]",Dane1_standardise,0.463196,0.490005,0.459764,29,4.63
5,tanh,Adam,"[32, 16]",Dane1_standardise,0.471936,0.479255,0.463132,11,2.3
6,tanh,Adam,"[32, 16]",Dane1_standardise,0.461818,0.502463,0.461681,19,3.3
7,tanh,Adam,"[32, 16]",Dane1_standardise,0.460965,0.499043,0.460481,15,2.79
8,tanh,Adam,"[32, 16]",Dane1_standardise,0.463837,0.503537,0.462972,17,3.06
9,tanh,Adam,"[32, 16]",Dane1_standardise,0.462976,0.478672,0.457527,21,3.55
10,tanh,Adam,"[32, 16]",Dane1_standardise,0.458765,0.496602,0.458784,20,3.42
1,tanh,Adam,"[32, 16]",Dane1_raw,0.272838,0.262686,0.267787,47,6.94
2,tanh,Adam,"[32, 16]",Dane1_raw,0.235991,0.235083,0.235011,82,11.47
3,tanh,Adam,"[32, 16]",Dane1_raw,0.163407,0.172414,0.16957,136,18.64
4,tanh,Adam,"[32, 16]",Dane1_raw,0.255391,0.247112,0.251592,66,9.47
5,tanh,Adam,"[32, 16]",Dane1_raw,0.226926,0.238616,0.229423,63,9.01
6,tanh,Adam,"[32, 16]",Dane1_raw,0.226121,0.238814,0.228365,92,12.78
7,tanh,Adam,"[32, 16]",Dane1_raw,0.216492,0.22937,0.22009,75,10.58
8,tanh,Adam,"[32, 16]",Dane1_raw,0.207885,0.193337,0.20412,96,13.28
9,tanh,Adam,"[32, 16]",Dane1_raw,0.258415,0.267445,0.256848,56,8.11
10,tanh,Adam,"[32, 16]",Dane1_raw,0.209147,0.208603,0.210805,126,17.17
1,tanh,Adam,"[32, 16]",Dane2_standardise,0.001759,0.001906,0.001022,170,20.14
2,tanh,Adam,"[32, 16]",Dane2_standardise,0.002105,0.001515,0.001264,119,14.4
3,tanh,Adam,"[32, 16]",Dane2_standardise,0.001403,0.001715,0.000814,148,17.6
4,tanh,Adam,"[32, 16]",Dane2_standardise,0.002226,0.002096,0.001463,119,14.31
5,tanh,Adam,"[32, 16]",Dane2_standardise,0.002156,0.002191,0.001433,112,13.53
6,tanh,Adam,"[32, 16]",Dane2_standardise,0.001778,0.001757,0.001188,137,16.3
7,tanh,Adam,"[32, 16]",Dane2_standardise,0.001809,0.00199,0.001121,186,21.91
8,tanh,Adam,"[32, 16]",Dane2_standardise,0.002068,0.002131,0.001278,131,15.78
9,tanh,Adam,"[32, 16]",Dane2_standardise,0.001026,0.001131,0.000653,193,22.81
10,tanh,Adam,"[32, 16]",Dane2_standardise,0.00144,0.001763,0.000783,236,27.66
1,tanh,Adam,"[32, 16]",Dane2_raw,0.015447,0.0118,0.014056,46,6.34
2,tanh,Adam,"[32, 16]",Dane2_raw,0.017319,0.01398,0.015599,45,6.06
3,tanh,Adam,"[32, 16]",Dane2_raw,0.016061,0.01234,0.014505,55,7.32
4,tanh,Adam,"[32, 16]",Dane2_raw,0.016735,0.012953,0.014779,45,6.0
5,tanh,Adam,"[32, 16]",Dane2_raw,0.016853,0.012814,0.015155,46,6.07
6,tanh,Adam,"[32, 16]",Dane2_raw,0.015193,0.012058,0.01368,47,6.19
7,tanh,Adam,"[32, 16]",Dane2_raw,0.015596,0.012895,0.01432,53,6.89
8,tanh,Adam,"[32, 16]",Dane2_raw,0.016593,0.013194,0.015215,44,5.91
9,tanh,Adam,"[32, 16]",Dane2_raw,0.015606,0.011689,0.014031,47,6.25
10,tanh,Adam,"[32, 16]",Dane2_raw,0.015086,0.011592,0.013489,45,6.23
1,tanh,Adam,"[32, 32]",Dane1_standardise,0.465014,0.485533,0.460022,26,4.48
2,tanh,Adam,"[32, 32]",Dane1_standardise,0.469202,0.489273,0.463496,14,2.68
3,tanh,Adam,"[32, 32]",Dane1_standardise,0.465024,0.47818,0.458569,28,4.52
4,tanh,Adam,"[32, 32]",Dane1_standardise,0.462317,0.487189,0.458693,22,3.74
5,tanh,Adam,"[32, 32]",Dane1_standardise,0.465995,0.49025,0.461482,14,2.66
6,tanh,Adam,"[32, 32]",Dane1_standardise,0.471206,0.470165,0.461105,24,3.94
7,tanh,Adam,"[32, 32]",Dane1_standardise,0.469505,0.489579,0.463465,17,3.06
8,tanh,Adam,"[32, 32]",Dane1_standardise,0.461634,0.493303,0.459569,24,4.02
9,tanh,Adam,"[32, 32]",Dane1_standardise,0.461991,0.486666,0.458426,31,5.03
10,tanh,Adam,"[32, 32]",Dane1_standardise,0.46696,0.485961,0.46127,22,3.91
1,tanh,Adam,"[32, 32]",Dane1_raw,0.288894,0.272435,0.280519,45,6.77
2,tanh,Adam,"[32, 32]",Dane1_raw,0.236286,0.240343,0.236714,84,11.86
3,tanh,Adam,"[32, 32]",Dane1_raw,0.251929,0.261896,0.252544,53,7.78
4,tanh,Adam,"[32, 32]",Dane1_raw,0.294644,0.286871,0.287945,47,7.03
5,tanh,Adam,"[32, 32]",Dane1_raw,0.26277,0.256764,0.258838,53,7.75
6,tanh,Adam,"[32, 32]",Dane1_raw,0.272199,0.273327,0.269215,46,6.88
7,tanh,Adam,"[32, 32]",Dane1_raw,0.285041,0.272316,0.27793,47,6.97
8,tanh,Adam,"[32, 32]",Dane1_raw,0.250866,0.25716,0.251218,62,9.02
9,tanh,Adam,"[32, 32]",Dane1_raw,0.270891,0.281895,0.269834,52,7.61
10,tanh,Adam,"[32, 32]",Dane1_raw,0.233305,0.222842,0.230511,106,14.81
1,tanh,Adam,"[32, 32]",Dane2_standardise,0.001583,0.001804,0.001,145,17.3
2,tanh,Adam,"[32, 32]",Dane2_standardise,0.001236,0.001434,0.000695,194,22.9
3,tanh,Adam,"[32, 32]",Dane2_standardise,0.001394,0.001289,0.000927,123,14.93
4,tanh,Adam,"[32, 32]",Dane2_standardise,0.001693,0.001734,0.001145,99,12.11
5,tanh,Adam,"[32, 32]",Dane2_standardise,0.001838,0.001987,0.001124,102,12.59
6,tanh,Adam,"[32, 32]",Dane2_standardise,0.001013,0.001205,0.000588,211,24.84
7,tanh,Adam,"[32, 32]",Dane2_standardise,0.001157,0.001299,0.000754,161,19.14
8,tanh,Adam,"[32, 32]",Dane2_standardise,0.001492,0.001485,0.000965,132,15.84
9,tanh,Adam,"[32, 32]",Dane2_standardise,0.001174,0.00105,0.000679,155,18.47
10,tanh,Adam,"[32, 32]",Dane2_standardise,0.001243,0.001309,0.000763,146,17.4
1,tanh,Adam,"[32, 32]",Dane2_raw,0.015942,0.011692,0.013968,32,4.55
2,tanh,Adam,"[32, 32]",Dane2_raw,0.015517,0.012107,0.013797,40,5.44
3,tanh,Adam,"[32, 32]",Dane2_raw,0.014377,0.011376,0.012939,43,5.76
4,tanh,Adam,"[32, 32]",Dane2_raw,0.014725,0.01183,0.01339,39,5.37
5,tanh,Adam,"[32, 32]",Dane2_raw,0.015064,0.012065,0.013674,37,5.16
6,tanh,Adam,"[32, 32]",Dane2_raw,0.014412,0.011715,0.013051,42,5.78
7,tanh,Adam,"[32, 32]",Dane2_raw,0.015575,0.011813,0.013702,32,4.54
8,tanh,Adam,"[32, 32]",Dane2_raw,0.013754,0.010186,0.012085,34,4.86
9,tanh,Adam,"[32, 32]",Dane2_raw,0.013665,0.010985,0.012314,45,6.05
10,tanh,Adam,"[32, 32]",Dane2_raw,0.013903,0.011664,0.012555,47,6.26
1,tanh,Adam,"[64, 64, 32]",Dane1_standardise,0.467863,0.467119,0.458286,19,3.83
2,tanh,Adam,"[64, 64, 32]",Dane1_standardise,0.47185,0.464235,0.460441,23,4.2
3,tanh,Adam,"[64, 64, 32]",Dane1_standardise,0.481753,0.454661,0.465699,19,3.66
4,tanh,Adam,"[64, 64, 32]",Dane1_standardise,0.472779,0.461075,0.460552,23,4.16
5,tanh,Adam,"[64, 64, 32]",Dane1_standardise,0.490304,0.471149,0.474326,11,2.55
6,tanh,Adam,"[64, 64, 32]",Dane1_standardise,0.472549,0.456128,0.459728,29,4.97
7,tanh,Adam,"[64, 64, 32]",Dane1_standardise,0.487021,0.466149,0.471162,17,3.39
8,tanh,Adam,"[64, 64, 32]",Dane1_standardise,0.464997,0.469401,0.456881,18,3.6
9,tanh,Adam,"[64, 64, 32]",Dane1_standardise,0.530453,0.47028,0.504025,13,2.84
10,tanh,Adam,"[64, 64, 32]",Dane1_standardise,0.479309,0.451034,0.463708,34,5.6
1,tanh,Adam,"[64, 64, 32]",Dane1_raw,0.01002,0.011877,0.00276,88,12.93
2,tanh,Adam,"[64, 64, 32]",Dane1_raw,0.009268,0.011304,0.002145,101,15.01
3,tanh,Adam,"[64, 64, 32]",Dane1_raw,0.009781,0.012141,0.002727,81,12.44
4,tanh,Adam,"[64, 64, 32]",Dane1_raw,0.008909,0.011046,0.001745,117,26.52
5,tanh,Adam,"[64, 64, 32]",Dane1_raw,0.01,0.012845,0.003131,80,12.67
6,tanh,Adam,"[64, 64, 32]",Dane1_raw,0.009088,0.01035,0.002136,124,19.46
7,tanh,Adam,"[64, 64, 32]",Dane1_raw,0.013999,0.017238,0.007637,78,12.51
8,tanh,Adam,"[64, 64, 32]",Dane1_raw,0.008481,0.01059,0.001489,114,16.56
9,tanh,Adam,"[64, 64, 32]",Dane1_raw,0.009265,0.010983,0.002412,112,16.38
10,tanh,Adam,"[64, 64, 32]",Dane1_raw,0.009589,0.012597,0.003066,81,12.34
1,tanh,Adam,"[64, 64, 32]",Dane2_standardise,0.001549,0.001795,0.000868,85,11.0
2,tanh,Adam,"[64, 64, 32]",Dane2_standardise,0.001545,0.00203,0.000888,74,9.81
3,tanh,Adam,"[64, 64, 32]",Dane2_standardise,0.001816,0.00172,0.001153,61,8.19
4,tanh,Adam,"[64, 64, 32]",Dane2_standardise,0.001709,0.002039,0.000955,87,11.18
5,tanh,Adam,"[64, 64, 32]",Dane2_standardise,0.002892,0.002468,0.001869,44,6.72
6,tanh,Adam,"[64, 64, 32]",Dane2_standardise,0.001696,0.001779,0.000996,56,8.45
7,tanh,Adam,"[64, 64, 32]",Dane2_standardise,0.002233,0.001766,0.001403,52,7.89
8,tanh,Adam,"[64, 64, 32]",Dane2_standardise,0.001866,0.001751,0.001137,61,9.18
9,tanh,Adam,"[64, 64, 32]",Dane2_standardise,0.001982,0.001542,0.001297,65,9.34
10,tanh,Adam,"[64, 64, 32]",Dane2_standardise,0.002228,0.00205,0.001396,58,8.38
1,tanh,Adam,"[64, 64, 32]",Dane2_raw,0.015298,0.011446,0.013694,22,4.31
2,tanh,Adam,"[64, 64, 32]",Dane2_raw,0.014957,0.011369,0.013319,22,3.89
3,tanh,Adam,"[64, 64, 32]",Dane2_raw,0.015886,0.0118,0.014162,22,3.7
4,tanh,Adam,"[64, 64, 32]",Dane2_raw,0.001032,0.000695,0.000739,124,15.52
5,tanh,Adam,"[64, 64, 32]",Dane2_raw,0.014943,0.011633,0.013532,23,3.9
6,tanh,Adam,"[64, 64, 32]",Dane2_raw,0.016082,0.011669,0.014006,22,4.09
7,tanh,Adam,"[64, 64, 32]",Dane2_raw,0.01685,0.012208,0.01482,23,3.91
8,tanh,Adam,"[64, 64, 32]",Dane2_raw,0.01575,0.01212,0.014055,23,3.83
9,tanh,Adam,"[64, 64, 32]",Dane2_raw,0.017077,0.013049,0.015052,23,3.83
10,tanh,Adam,"[64, 64, 32]",Dane2_raw,0.015062,0.011696,0.013265,21,3.55
1,tanh,Adam,"[128, 128, 64]",Dane1_standardise,0.465699,0.489493,0.461114,18,3.89
2,tanh,Adam,"[128, 128, 64]",Dane1_standardise,0.469127,0.482149,0.461837,23,4.42
3,tanh,Adam,"[128, 128, 64]",Dane1_standardise,0.474579,0.467155,0.462855,14,3.11
4,tanh,Adam,"[128, 128, 64]",Dane1_standardise,0.478766,0.475516,0.466992,22,4.24
5,tanh,Adam,"[128, 128, 64]",Dane1_standardise,0.554379,0.479989,0.523937,12,2.95
6,tanh,Adam,"[128, 128, 64]",Dane1_standardise,0.513092,0.469809,0.490856,17,3.89
7,tanh,Adam,"[128, 128, 64]",Dane1_standardise,0.497684,0.470206,0.479494,13,3.38
8,tanh,Adam,"[128, 128, 64]",Dane1_standardise,0.492083,0.471936,0.47572,14,3.23
9,tanh,Adam,"[128, 128, 64]",Dane1_standardise,0.497278,0.468236,0.479017,12,2.91
10,tanh,Adam,"[128, 128, 64]",Dane1_standardise,0.476772,0.47781,0.46603,24,5.41
1,tanh,Adam,"[128, 128, 64]",Dane1_raw,0.009683,0.011268,0.002746,84,15.94
2,tanh,Adam,"[128, 128, 64]",Dane1_raw,0.010476,0.011661,0.002968,75,13.73
3,tanh,Adam,"[128, 128, 64]",Dane1_raw,0.010001,0.011922,0.002506,63,9.92
4,tanh,Adam,"[128, 128, 64]",Dane1_raw,0.010387,0.012574,0.002762,63,9.91
5,tanh,Adam,"[128, 128, 64]",Dane1_raw,0.009557,0.010929,0.002348,79,12.24
6,tanh,Adam,"[128, 128, 64]",Dane1_raw,0.009624,0.012549,0.003292,65,10.15
7,tanh,Adam,"[128, 128, 64]",Dane1_raw,0.008688,0.011644,0.002136,72,11.03
8,tanh,Adam,"[128, 128, 64]",Dane1_raw,0.00921,0.010767,0.002042,72,11.02
9,tanh,Adam,"[128, 128, 64]",Dane1_raw,0.010462,0.012261,0.003714,61,9.49
10,tanh,Adam,"[128, 128, 64]",Dane1_raw,0.010402,0.013895,0.003452,65,10.02
1,tanh,Adam,"[128, 128, 64]",Dane2_standardise,0.00139,0.0013,0.00088,40,5.75
2,tanh,Adam,"[128, 128, 64]",Dane2_standardise,0.001144,0.001118,0.000628,59,7.97
3,tanh,Adam,"[128, 128, 64]",Dane2_standardise,0.001195,0.001117,0.000674,44,6.25
4,tanh,Adam,"[128, 128, 64]",Dane2_standardise,0.002308,0.001626,0.00153,39,5.69
5,tanh,Adam,"[128, 128, 64]",Dane2_standardise,0.00163,0.001203,0.000985,33,4.91
6,tanh,Adam,"[128, 128, 64]",Dane2_standardise,0.001357,0.001432,0.000763,61,8.17
7,tanh,Adam,"[128, 128, 64]",Dane2_standardise,0.001957,0.001387,0.001129,43,6.14
8,tanh,Adam,"[128, 128, 64]",Dane2_standardise,0.001699,0.001188,0.001157,45,6.34
9,tanh,Adam,"[128, 128, 64]",Dane2_standardise,0.001634,0.001616,0.001114,31,4.74
10,tanh,Adam,"[128, 128, 64]",Dane2_standardise,0.001698,0.001299,0.001016,50,6.9
1,tanh,Adam,"[128, 128, 64]",Dane2_raw,0.014008,0.011112,0.012672,19,3.4
2,tanh,Adam,"[128, 128, 64]",Dane2_raw,0.001316,0.000812,0.001025,92,11.73
3,tanh,Adam,"[128, 128, 64]",Dane2_raw,0.013482,0.010148,0.011646,18,3.24
4,tanh,Adam,"[128, 128, 64]",Dane2_raw,0.012177,0.010122,0.011127,18,3.16
5,tanh,Adam,"[128, 128, 64]",Dane2_raw,0.014682,0.010164,0.012715,18,3.17
6,tanh,Adam,"[128, 128, 64]",Dane2_raw,0.015221,0.010989,0.013346,18,3.2
7,tanh,Adam,"[128, 128, 64]",Dane2_raw,0.014997,0.010499,0.012995,18,3.17
8,tanh,Adam,"[128, 128, 64]",Dane2_raw,0.014092,0.010454,0.01231,18,3.25
9,tanh,Adam,"[128, 128, 64]",Dane2_raw,0.013947,0.011028,0.012588,18,3.31
10,tanh,Adam,"[128, 128, 64]",Dane2_raw,0.015371,0.010469,0.013367,17,3.11
1,tanh,Adam,"[256, 256, 128]",Dane1_standardise,0.487103,0.473795,0.472489,18,4.1
2,tanh,Adam,"[256, 256, 128]",Dane1_standardise,0.474668,0.478256,0.46471,12,2.93
3,tanh,Adam,"[256, 256, 128]",Dane1_standardise,0.517868,0.471293,0.494974,11,2.75
4,tanh,Adam,"[256, 256, 128]",Dane1_standardise,0.499137,0.472378,0.480929,11,2.74
5,tanh,Adam,"[256, 256, 128]",Dane1_standardise,0.472495,0.479925,0.463588,16,3.56
6,tanh,Adam,"[256, 256, 128]",Dane1_standardise,0.469675,0.482665,0.462309,13,3.05
7,tanh,Adam,"[256, 256, 128]",Dane1_standardise,0.469091,0.483348,0.462216,20,4.16
8,tanh,Adam,"[256, 256, 128]",Dane1_standardise,0.476036,0.477179,0.465464,24,4.83
9,tanh,Adam,"[256, 256, 128]",Dane1_standardise,0.467928,0.484924,0.461634,13,3.13
10,tanh,Adam,"[256, 256, 128]",Dane1_standardise,0.462943,0.494451,0.460629,17,3.73
1,tanh,Adam,"[256, 256, 128]",Dane1_raw,0.013582,0.016029,0.006609,57,9.86
2,tanh,Adam,"[256, 256, 128]",Dane1_raw,0.01117,0.013767,0.003873,61,10.55
3,tanh,Adam,"[256, 256, 128]",Dane1_raw,0.011561,0.012373,0.003439,72,12.18
4,tanh,Adam,"[256, 256, 128]",Dane1_raw,0.010062,0.01345,0.003104,74,12.45
5,tanh,Adam,"[256, 256, 128]",Dane1_raw,0.012295,0.014963,0.005894,64,10.95
6,tanh,Adam,"[256, 256, 128]",Dane1_raw,0.010209,0.01195,0.002445,60,10.34
7,tanh,Adam,"[256, 256, 128]",Dane1_raw,0.011507,0.013664,0.0042,63,10.78
8,tanh,Adam,"[256, 256, 128]",Dane1_raw,0.011243,0.012678,0.003969,66,11.33
9,tanh,Adam,"[256, 256, 128]",Dane1_raw,0.011979,0.013653,0.005078,58,10.08
10,tanh,Adam,"[256, 256, 128]",Dane1_raw,0.009952,0.012973,0.002995,74,12.53
1,tanh,Adam,"[256, 256, 128]",Dane2_standardise,0.001229,0.000986,0.000814,30,4.83
2,tanh,Adam,"[256, 256, 128]",Dane2_standardise,0.001934,0.00135,0.001149,43,6.39
3,tanh,Adam,"[256, 256, 128]",Dane2_standardise,0.00255,0.001947,0.001563,30,4.87
4,tanh,Adam,"[256, 256, 128]",Dane2_standardise,0.000855,0.000772,0.000489,54,7.73
5,tanh,Adam,"[256, 256, 128]",Dane2_standardise,0.003168,0.002172,0.002386,30,6.13
6,tanh,Adam,"[256, 256, 128]",Dane2_standardise,0.001724,0.001546,0.00101,46,7.58
7,tanh,Adam,"[256, 256, 128]",Dane2_standardise,0.001955,0.001499,0.00114,55,8.5
8,tanh,Adam,"[256, 256, 128]",Dane2_standardise,0.002613,0.00239,0.001692,24,4.27
9,tanh,Adam,"[256, 256, 128]",Dane2_standardise,0.002522,0.001423,0.001784,53,8.15
10,tanh,Adam,"[256, 256, 128]",Dane2_standardise,0.000818,0.000732,0.00043,78,10.83
1,tanh,Adam,"[256, 256, 128]",Dane2_raw,0.011961,0.009622,0.010807,26,4.38
2,tanh,Adam,"[256, 256, 128]",Dane2_raw,0.014066,0.009341,0.012368,15,2.99
3,tanh,Adam,"[256, 256, 128]",Dane2_raw,0.011642,0.010033,0.010729,22,3.95
4,tanh,Adam,"[256, 256, 128]",Dane2_raw,0.011412,0.009279,0.010504,30,4.88
5,tanh,Adam,"[256, 256, 128]",Dane2_raw,0.011664,0.009725,0.010614,26,4.36
6,tanh,Adam,"[256, 256, 128]",Dane2_raw,0.0116,0.009437,0.010214,29,4.74
7,tanh,Adam,"[256, 256, 128]",Dane2_raw,0.011466,0.009619,0.010269,23,4.05
8,tanh,Adam,"[256, 256, 128]",Dane2_raw,0.011852,0.009431,0.010712,17,3.31
9,tanh,Adam,"[256, 256, 128]",Dane2_raw,0.012878,0.008816,0.011173,15,3.03
10,tanh,Adam,"[256, 256, 128]",Dane2_raw,0.01126,0.009511,0.010002,36,5.6
1,tanh,AdamW,[32],Dane1_standardise,0.480297,0.473914,0.467788,12,2.44
2,tanh,AdamW,[32],Dane1_standardise,0.476431,0.483232,0.466742,12,2.27
3,tanh,AdamW,[32],Dane1_standardise,0.479573,0.47354,0.467436,11,2.43
4,tanh,AdamW,[32],Dane1_standardise,0.472865,0.481794,0.464173,11,2.13
5,tanh,AdamW,[32],Dane1_standardise,0.460453,0.504805,0.461642,29,4.37
6,tanh,AdamW,[32],Dane1_standardise,0.46129,0.495821,0.460335,11,2.1
7,tanh,AdamW,[32],Dane1_standardise,0.460356,0.501855,0.460995,21,3.38
8,tanh,AdamW,[32],Dane1_standardise,0.468701,0.480918,0.461522,11,2.11
9,tanh,AdamW,[32],Dane1_standardise,0.481849,0.475094,0.469039,12,2.22
10,tanh,AdamW,[32],Dane1_standardise,0.461289,0.507981,0.462707,25,3.95
1,tanh,AdamW,[32],Dane1_raw,0.299286,0.342905,0.304873,86,11.61
2,tanh,AdamW,[32],Dane1_raw,0.279574,0.319797,0.284818,105,13.97
3,tanh,AdamW,[32],Dane1_raw,0.304901,0.339328,0.307182,63,8.68
4,tanh,AdamW,[32],Dane1_raw,0.284762,0.314244,0.288006,94,12.55
5,tanh,AdamW,[32],Dane1_raw,0.291344,0.332283,0.296196,69,9.47
