run_number,activation,optimizer,structure,dataset,mse_train,mse_val,mse_test,epochs_run,fit_time_sec
1,relu,SGD,"[32, 32]",Dane2_raw,0.000653,0.000228,0.000517,93,11.22
2,relu,SGD,"[32, 32]",Dane2_raw,0.001021,0.000455,0.000757,43,5.53
3,relu,SGD,"[32, 32]",Dane2_raw,0.000442,0.000155,0.000315,106,12.66
4,relu,SGD,"[32, 32]",Dane2_raw,0.000674,0.000177,0.000557,93,11.15
5,relu,SGD,"[32, 32]",Dane2_raw,0.000477,0.000155,0.000339,77,9.43
6,relu,SGD,"[32, 32]",Dane2_raw,0.000387,0.000191,0.000276,131,15.59
7,relu,SGD,"[32, 32]",Dane2_raw,0.000558,0.000233,0.000426,94,11.31
8,relu,SGD,"[32, 32]",Dane2_raw,0.000436,0.000174,0.000301,91,10.96
9,relu,SGD,"[32, 32]",Dane2_raw,0.001661,0.000703,0.001494,107,12.84
10,relu,SGD,"[32, 32]",Dane2_raw,0.000618,0.000176,0.000485,66,8.19
1,relu,SGD,"[64, 64, 32]",Dane1_standardise,0.014617,0.017016,0.0076,95,13.2
2,relu,SGD,"[64, 64, 32]",Dane1_standardise,0.014362,0.019063,0.010013,80,11.21
3,relu,SGD,"[64, 64, 32]",Dane1_standardise,0.083998,0.069282,0.081796,60,8.55
4,relu,SGD,"[64, 64, 32]",Dane1_standardise,0.017229,0.021134,0.013621,80,11.32
5,relu,SGD,"[64, 64, 32]",Dane1_standardise,0.012335,0.017406,0.008506,103,14.22
6,relu,SGD,"[64, 64, 32]",Dane1_standardise,0.020394,0.021366,0.01555,71,10.18
7,relu,SGD,"[64, 64, 32]",Dane1_standardise,0.033245,0.040043,0.034638,67,9.59
8,relu,SGD,"[64, 64, 32]",Dane1_standardise,0.011183,0.015348,0.005339,86,12.08
9,relu,SGD,"[64, 64, 32]",Dane1_standardise,0.011475,0.015617,0.00685,101,14.05
10,relu,SGD,"[64, 64, 32]",Dane1_standardise,0.031735,0.031336,0.026689,83,11.72
1,relu,SGD,"[64, 64, 32]",Dane1_raw,0.094823,0.073577,0.094003,71,10.09
2,relu,SGD,"[64, 64, 32]",Dane1_raw,0.133111,0.102799,0.129605,77,10.9
3,relu,SGD,"[64, 64, 32]",Dane1_raw,0.107742,0.11434,0.112098,79,11.15
4,relu,SGD,"[64, 64, 32]",Dane1_raw,0.496693,0.46887,0.477856,12,2.34
5,relu,SGD,"[64, 64, 32]",Dane1_raw,0.111545,0.11701,0.117938,66,9.41
6,relu,SGD,"[64, 64, 32]",Dane1_raw,0.103438,0.094553,0.109111,67,9.58
7,relu,SGD,"[64, 64, 32]",Dane1_raw,0.135321,0.103963,0.13009,80,11.23
8,relu,SGD,"[64, 64, 32]",Dane1_raw,0.149619,0.147362,0.15458,51,7.5
9,relu,SGD,"[64, 64, 32]",Dane1_raw,0.105629,0.090172,0.107059,61,8.72
10,relu,SGD,"[64, 64, 32]",Dane1_raw,0.242139,0.234976,0.239068,36,5.52
1,relu,SGD,"[64, 64, 32]",Dane2_standardise,0.000445,0.000189,0.000355,129,15.42
2,relu,SGD,"[64, 64, 32]",Dane2_standardise,0.000475,0.00033,0.000386,165,19.54
3,relu,SGD,"[64, 64, 32]",Dane2_standardise,0.000406,0.000315,0.000365,142,16.9
4,relu,SGD,"[64, 64, 32]",Dane2_standardise,0.001394,0.000572,0.001309,16,2.64
5,relu,SGD,"[64, 64, 32]",Dane2_standardise,0.000469,0.000204,0.000439,93,11.4
6,relu,SGD,"[64, 64, 32]",Dane2_standardise,0.000503,0.00038,0.00047,94,12.05
7,relu,SGD,"[64, 64, 32]",Dane2_standardise,0.000503,0.000302,0.000466,136,16.38
8,relu,SGD,"[64, 64, 32]",Dane2_standardise,0.000591,0.000477,0.000705,97,11.87
9,relu,SGD,"[64, 64, 32]",Dane2_standardise,0.000491,0.000295,0.000411,139,16.57
10,relu,SGD,"[64, 64, 32]",Dane2_standardise,0.000471,0.000471,0.00041,223,26.17
1,relu,SGD,"[64, 64, 32]",Dane2_raw,0.00073,0.000284,0.000571,41,5.83
2,relu,SGD,"[64, 64, 32]",Dane2_raw,0.000221,0.000105,0.000125,92,11.28
3,relu,SGD,"[64, 64, 32]",Dane2_raw,0.00053,0.000139,0.000383,66,9.3
4,relu,SGD,"[64, 64, 32]",Dane2_raw,0.000674,0.000178,0.000504,47,6.37
5,relu,SGD,"[64, 64, 32]",Dane2_raw,0.000449,0.000122,0.000347,73,9.53
6,relu,SGD,"[64, 64, 32]",Dane2_raw,0.000352,0.000171,0.000236,76,9.97
7,relu,SGD,"[64, 64, 32]",Dane2_raw,0.000334,0.000124,0.000232,89,10.95
8,relu,SGD,"[64, 64, 32]",Dane2_raw,0.00083,0.000178,0.000664,56,7.14
9,relu,SGD,"[64, 64, 32]",Dane2_raw,0.000584,0.000145,0.000481,75,9.38
10,relu,SGD,"[64, 64, 32]",Dane2_raw,0.000484,0.000137,0.000361,64,8.1
1,relu,SGD,"[128, 128, 64]",Dane1_standardise,0.011022,0.013813,0.004982,93,13.1
2,relu,SGD,"[128, 128, 64]",Dane1_standardise,0.015769,0.01626,0.009643,91,12.73
3,relu,SGD,"[128, 128, 64]",Dane1_standardise,0.01425,0.019614,0.010039,87,12.31
4,relu,SGD,"[128, 128, 64]",Dane1_standardise,0.015216,0.017815,0.009241,99,13.86
5,relu,SGD,"[128, 128, 64]",Dane1_standardise,0.012693,0.016313,0.008045,80,11.34
6,relu,SGD,"[128, 128, 64]",Dane1_standardise,0.008661,0.013052,0.003604,110,15.67
7,relu,SGD,"[128, 128, 64]",Dane1_standardise,0.009763,0.012838,0.003852,96,13.49
8,relu,SGD,"[128, 128, 64]",Dane1_standardise,0.010177,0.013489,0.003286,98,13.66
9,relu,SGD,"[128, 128, 64]",Dane1_standardise,0.015085,0.021086,0.011097,92,12.9
10,relu,SGD,"[128, 128, 64]",Dane1_standardise,0.0107,0.014658,0.005054,86,12.56
1,relu,SGD,"[128, 128, 64]",Dane1_raw,0.049387,0.05013,0.050817,99,14.4
2,relu,SGD,"[128, 128, 64]",Dane1_raw,0.118819,0.124477,0.131933,64,9.49
3,relu,SGD,"[128, 128, 64]",Dane1_raw,0.21811,0.205997,0.21495,35,5.35
4,relu,SGD,"[128, 128, 64]",Dane1_raw,0.473865,0.475816,0.463126,11,2.23
5,relu,SGD,"[128, 128, 64]",Dane1_raw,0.114381,0.123396,0.123004,61,8.91
6,relu,SGD,"[128, 128, 64]",Dane1_raw,0.229708,0.193155,0.2216,39,5.91
7,relu,SGD,"[128, 128, 64]",Dane1_raw,0.501191,0.485204,0.489383,11,2.23
8,relu,SGD,"[128, 128, 64]",Dane1_raw,0.463101,0.48325,0.457444,12,2.34
9,relu,SGD,"[128, 128, 64]",Dane1_raw,0.116828,0.096278,0.117865,67,9.67
10,relu,SGD,"[128, 128, 64]",Dane1_raw,0.128763,0.117784,0.132747,43,6.42
1,relu,SGD,"[128, 128, 64]",Dane2_standardise,0.000596,0.000364,0.000568,104,12.7
2,relu,SGD,"[128, 128, 64]",Dane2_standardise,0.000412,0.000185,0.000353,152,18.16
3,relu,SGD,"[128, 128, 64]",Dane2_standardise,0.000558,0.000381,0.000521,77,9.59
4,relu,SGD,"[128, 128, 64]",Dane2_standardise,0.000435,0.000237,0.000358,128,15.41
5,relu,SGD,"[128, 128, 64]",Dane2_standardise,0.000486,0.000291,0.000512,155,18.77
6,relu,SGD,"[128, 128, 64]",Dane2_standardise,0.000469,0.000272,0.000408,118,14.23
7,relu,SGD,"[128, 128, 64]",Dane2_standardise,0.000456,0.000267,0.000392,140,16.83
8,relu,SGD,"[128, 128, 64]",Dane2_standardise,0.000521,0.000292,0.000472,67,8.72
9,relu,SGD,"[128, 128, 64]",Dane2_standardise,0.000543,0.00035,0.000557,101,12.34
10,relu,SGD,"[128, 128, 64]",Dane2_standardise,0.000442,0.000214,0.000392,113,13.75
1,relu,SGD,"[128, 128, 64]",Dane2_raw,0.000344,0.000129,0.000212,70,8.75
2,relu,SGD,"[128, 128, 64]",Dane2_raw,0.000474,0.000185,0.000344,63,7.92
3,relu,SGD,"[128, 128, 64]",Dane2_raw,0.000481,0.000119,0.000365,73,9.06
4,relu,SGD,"[128, 128, 64]",Dane2_raw,0.000441,0.000156,0.00033,56,7.23
5,relu,SGD,"[128, 128, 64]",Dane2_raw,0.00055,0.000194,0.000405,48,6.31
6,relu,SGD,"[128, 128, 64]",Dane2_raw,0.000647,0.000221,0.000522,47,6.22
7,relu,SGD,"[128, 128, 64]",Dane2_raw,0.000414,0.000123,0.000295,75,9.38
8,relu,SGD,"[128, 128, 64]",Dane2_raw,0.000539,0.000158,0.000398,59,7.48
9,relu,SGD,"[128, 128, 64]",Dane2_raw,0.000536,0.000153,0.000408,64,8.12
10,relu,SGD,"[128, 128, 64]",Dane2_raw,0.000536,0.000184,0.000386,63,8.01
1,relu,SGD,"[256, 256, 128]",Dane1_standardise,0.013043,0.016872,0.008728,82,12.61
2,relu,SGD,"[256, 256, 128]",Dane1_standardise,0.016731,0.019419,0.010218,78,12.08
3,relu,SGD,"[256, 256, 128]",Dane1_standardise,0.020291,0.018695,0.011991,81,12.72
4,relu,SGD,"[256, 256, 128]",Dane1_standardise,0.008356,0.012997,0.002522,109,17.69
5,relu,SGD,"[256, 256, 128]",Dane1_standardise,0.010805,0.013696,0.006002,103,15.74
6,relu,SGD,"[256, 256, 128]",Dane1_standardise,0.014835,0.01562,0.008987,86,13.11
7,relu,SGD,"[256, 256, 128]",Dane1_standardise,0.009513,0.013971,0.004181,94,14.34
8,relu,SGD,"[256, 256, 128]",Dane1_standardise,0.010149,0.015309,0.005284,85,13.11
9,relu,SGD,"[256, 256, 128]",Dane1_standardise,0.010524,0.012754,0.004985,96,14.66
10,relu,SGD,"[256, 256, 128]",Dane1_standardise,0.012274,0.016213,0.007822,83,12.87
1,relu,SGD,"[256, 256, 128]",Dane1_raw,0.056863,0.062741,0.061614,85,13.04
2,relu,SGD,"[256, 256, 128]",Dane1_raw,0.471485,0.485733,0.465331,11,2.35
3,relu,SGD,"[256, 256, 128]",Dane1_raw,0.199176,0.215976,0.207416,39,6.42
4,relu,SGD,"[256, 256, 128]",Dane1_raw,0.106992,0.081769,0.104943,71,11.13
5,relu,SGD,"[256, 256, 128]",Dane1_raw,0.089413,0.081929,0.091873,76,11.78
6,relu,SGD,"[256, 256, 128]",Dane1_raw,0.49603,0.469579,0.478798,11,2.36
7,relu,SGD,"[256, 256, 128]",Dane1_raw,0.042852,0.042364,0.038108,108,16.41
8,relu,SGD,"[256, 256, 128]",Dane1_raw,0.045626,0.042863,0.041503,104,15.91
9,relu,SGD,"[256, 256, 128]",Dane1_raw,0.078186,0.075033,0.081018,85,13.03
10,relu,SGD,"[256, 256, 128]",Dane1_raw,0.088103,0.089912,0.092565,63,9.88
1,relu,SGD,"[256, 256, 128]",Dane2_standardise,0.00048,0.000269,0.000457,144,17.87
2,relu,SGD,"[256, 256, 128]",Dane2_standardise,0.000493,0.000369,0.000468,156,19.52
3,relu,SGD,"[256, 256, 128]",Dane2_standardise,0.000585,0.000478,0.000623,100,12.7
4,relu,SGD,"[256, 256, 128]",Dane2_standardise,0.000537,0.000301,0.000518,86,11.03
5,relu,SGD,"[256, 256, 128]",Dane2_standardise,0.00043,0.000252,0.000364,141,17.59
6,relu,SGD,"[256, 256, 128]",Dane2_standardise,0.000495,0.000328,0.000465,105,13.33
7,relu,SGD,"[256, 256, 128]",Dane2_standardise,0.000449,0.000331,0.000388,132,16.54
8,relu,SGD,"[256, 256, 128]",Dane2_standardise,0.000437,0.000167,0.000379,114,14.38
9,relu,SGD,"[256, 256, 128]",Dane2_standardise,0.000441,0.000252,0.000368,146,18.19
10,relu,SGD,"[256, 256, 128]",Dane2_standardise,0.000404,0.000211,0.000292,144,22.27
1,relu,SGD,"[256, 256, 128]",Dane2_raw,0.000522,0.000156,0.000375,55,7.48
2,relu,SGD,"[256, 256, 128]",Dane2_raw,0.000538,0.000209,0.000404,57,7.77
3,relu,SGD,"[256, 256, 128]",Dane2_raw,0.000397,0.000109,0.000271,71,9.34
4,relu,SGD,"[256, 256, 128]",Dane2_raw,0.000463,0.000118,0.000352,69,9.11
5,relu,SGD,"[256, 256, 128]",Dane2_raw,0.000479,0.000179,0.000367,58,7.81
6,relu,SGD,"[256, 256, 128]",Dane2_raw,0.00028,0.000103,0.000161,115,14.56
7,relu,SGD,"[256, 256, 128]",Dane2_raw,0.000448,0.000158,0.000317,57,7.74
8,relu,SGD,"[256, 256, 128]",Dane2_raw,0.000526,0.000185,0.000404,62,8.3
9,relu,SGD,"[256, 256, 128]",Dane2_raw,0.000453,0.000161,0.000314,47,6.48
10,relu,SGD,"[256, 256, 128]",Dane2_raw,0.000373,0.000135,0.000247,76,9.91
1,leaky_relu,Adam,[32],Dane1_standardise,0.448426,0.526404,0.455783,32,4.8
2,leaky_relu,Adam,[32],Dane1_standardise,0.475926,0.476543,0.466749,11,2.19
3,leaky_relu,Adam,[32],Dane1_standardise,0.461189,0.512875,0.46235,11,2.18
4,leaky_relu,Adam,[32],Dane1_standardise,0.461562,0.507527,0.464078,11,2.19
5,leaky_relu,Adam,[32],Dane1_standardise,0.502146,0.4642,0.482143,11,2.19
6,leaky_relu,Adam,[32],Dane1_standardise,0.486018,0.467455,0.470469,12,2.32
7,leaky_relu,Adam,[32],Dane1_standardise,0.462397,0.491133,0.459892,11,2.2
8,leaky_relu,Adam,[32],Dane1_standardise,0.450564,0.525372,0.457339,22,3.61
9,leaky_relu,Adam,[32],Dane1_standardise,0.496351,0.475267,0.483091,11,2.24
10,leaky_relu,Adam,[32],Dane1_standardise,0.474839,0.480749,0.467477,12,2.32
1,leaky_relu,Adam,[32],Dane1_raw,0.481413,0.499149,0.478747,12,2.3
2,leaky_relu,Adam,[32],Dane1_raw,0.489655,0.484545,0.481262,12,2.32
3,leaky_relu,Adam,[32],Dane1_raw,0.448071,0.506246,0.450474,19,3.22
4,leaky_relu,Adam,[32],Dane1_raw,0.456571,0.500336,0.456293,18,3.07
5,leaky_relu,Adam,[32],Dane1_raw,0.468291,0.490559,0.465099,12,2.29
6,leaky_relu,Adam,[32],Dane1_raw,0.457677,0.514169,0.461289,12,2.35
7,leaky_relu,Adam,[32],Dane1_raw,0.453409,0.492376,0.4507,20,3.31
8,leaky_relu,Adam,[32],Dane1_raw,0.446664,0.501698,0.447468,27,4.22
9,leaky_relu,Adam,[32],Dane1_raw,0.456572,0.49027,0.453448,16,2.84
10,leaky_relu,Adam,[32],Dane1_raw,0.456332,0.4981,0.455313,14,2.56
1,leaky_relu,Adam,[32],Dane2_standardise,0.00574,0.002429,0.0047,56,7.15
2,leaky_relu,Adam,[32],Dane2_standardise,0.003808,0.001845,0.004234,76,9.42
3,leaky_relu,Adam,[32],Dane2_standardise,0.003388,0.001327,0.003159,83,10.13
4,leaky_relu,Adam,[32],Dane2_standardise,0.001484,0.001044,0.001022,94,11.38
5,leaky_relu,Adam,[32],Dane2_standardise,0.005153,0.002064,0.003893,53,6.75
6,leaky_relu,Adam,[32],Dane2_standardise,0.001566,0.000714,0.001251,93,11.38
7,leaky_relu,Adam,[32],Dane2_standardise,0.002009,0.001,0.00152,71,8.89
8,leaky_relu,Adam,[32],Dane2_standardise,0.000698,0.000304,0.000628,98,11.91
9,leaky_relu,Adam,[32],Dane2_standardise,0.003757,0.002623,0.0032,76,9.36
10,leaky_relu,Adam,[32],Dane2_standardise,0.004266,0.002822,0.003341,71,8.85
1,leaky_relu,Adam,[32],Dane2_raw,0.001622,0.000825,0.001394,256,29.47
2,leaky_relu,Adam,[32],Dane2_raw,0.001671,0.001184,0.00131,324,37.13
3,leaky_relu,Adam,[32],Dane2_raw,0.00977,0.006876,0.008416,91,11.26
4,leaky_relu,Adam,[32],Dane2_raw,0.002806,0.002077,0.002353,239,27.48
5,leaky_relu,Adam,[32],Dane2_raw,0.00736,0.005973,0.006846,153,17.9
6,leaky_relu,Adam,[32],Dane2_raw,0.000642,0.000491,0.000437,440,50.04
7,leaky_relu,Adam,[32],Dane2_raw,0.002089,0.001421,0.001526,425,48.16
8,leaky_relu,Adam,[32],Dane2_raw,0.000841,0.000577,0.000586,354,40.22
9,leaky_relu,Adam,[32],Dane2_raw,0.002372,0.001678,0.001887,309,35.2
10,leaky_relu,Adam,[32],Dane2_raw,0.001838,0.001164,0.001368,502,56.74
1,leaky_relu,Adam,"[32, 16]",Dane1_standardise,0.458969,0.50049,0.459273,11,2.36
2,leaky_relu,Adam,"[32, 16]",Dane1_standardise,0.455526,0.509468,0.458256,12,2.54
3,leaky_relu,Adam,"[32, 16]",Dane1_standardise,0.447534,0.498041,0.449313,20,3.55
4,leaky_relu,Adam,"[32, 16]",Dane1_standardise,0.471703,0.473769,0.461235,11,2.41
5,leaky_relu,Adam,"[32, 16]",Dane1_standardise,0.483496,0.519151,0.479513,11,2.39
6,leaky_relu,Adam,"[32, 16]",Dane1_standardise,0.448113,0.507191,0.45153,15,2.92
7,leaky_relu,Adam,"[32, 16]",Dane1_standardise,0.468706,0.48053,0.461641,11,2.47
8,leaky_relu,Adam,"[32, 16]",Dane1_standardise,0.443962,0.50445,0.44745,18,3.33
9,leaky_relu,Adam,"[32, 16]",Dane1_standardise,0.464975,0.48099,0.459071,11,2.39
10,leaky_relu,Adam,"[32, 16]",Dane1_standardise,0.460555,0.491466,0.458373,11,2.42
1,leaky_relu,Adam,"[32, 16]",Dane1_raw,0.541097,0.473049,0.517247,11,2.39
2,leaky_relu,Adam,"[32, 16]",Dane1_raw,0.448217,0.493499,0.447584,38,5.92
3,leaky_relu,Adam,"[32, 16]",Dane1_raw,0.457574,0.483819,0.451664,24,4.1
4,leaky_relu,Adam,"[32, 16]",Dane1_raw,0.460644,0.496253,0.459947,13,2.63
5,leaky_relu,Adam,"[32, 16]",Dane1_raw,0.211864,0.217016,0.214655,146,19.8
6,leaky_relu,Adam,"[32, 16]",Dane1_raw,0.456787,0.499983,0.457024,12,2.58
7,leaky_relu,Adam,"[32, 16]",Dane1_raw,0.520042,0.482075,0.498718,11,2.39
8,leaky_relu,Adam,"[32, 16]",Dane1_raw,0.462724,0.492545,0.459495,12,2.51
9,leaky_relu,Adam,"[32, 16]",Dane1_raw,0.447834,0.494159,0.446248,30,4.88
10,leaky_relu,Adam,"[32, 16]",Dane1_raw,0.454076,0.502476,0.455296,12,2.57
1,leaky_relu,Adam,"[32, 16]",Dane2_standardise,0.004154,0.003365,0.003954,71,9.05
2,leaky_relu,Adam,"[32, 16]",Dane2_standardise,0.005745,0.005019,0.004581,55,7.26
3,leaky_relu,Adam,"[32, 16]",Dane2_standardise,0.005356,0.002775,0.004634,37,5.21
4,leaky_relu,Adam,"[32, 16]",Dane2_standardise,0.003196,0.001691,0.00277,47,6.33
5,leaky_relu,Adam,"[32, 16]",Dane2_standardise,0.004335,0.00308,0.00382,53,7.0
6,leaky_relu,Adam,"[32, 16]",Dane2_standardise,0.00633,0.003277,0.004561,30,4.42
7,leaky_relu,Adam,"[32, 16]",Dane2_standardise,0.002447,0.001794,0.002383,55,7.25
8,leaky_relu,Adam,"[32, 16]",Dane2_standardise,0.00937,0.004951,0.007415,33,4.73
9,leaky_relu,Adam,"[32, 16]",Dane2_standardise,0.006612,0.003301,0.005055,45,6.11
10,leaky_relu,Adam,"[32, 16]",Dane2_standardise,0.005699,0.003729,0.003668,27,4.12
1,leaky_relu,Adam,"[32, 16]",Dane2_raw,0.000599,0.000363,0.000385,162,19.36
2,leaky_relu,Adam,"[32, 16]",Dane2_raw,0.000472,0.000407,0.000304,200,23.34
3,leaky_relu,Adam,"[32, 16]",Dane2_raw,0.000285,0.000262,0.000201,284,32.95
4,leaky_relu,Adam,"[32, 16]",Dane2_raw,0.001096,0.000665,0.000749,352,40.44
5,leaky_relu,Adam,"[32, 16]",Dane2_raw,0.000974,0.000577,0.000625,359,41.3
6,leaky_relu,Adam,"[32, 16]",Dane2_raw,0.000763,0.000514,0.000509,185,21.86
7,leaky_relu,Adam,"[32, 16]",Dane2_raw,0.000466,0.000402,0.000308,327,37.73
8,leaky_relu,Adam,"[32, 16]",Dane2_raw,0.002117,0.001494,0.001421,150,17.82
9,leaky_relu,Adam,"[32, 16]",Dane2_raw,0.000495,0.000362,0.000372,290,33.77
10,leaky_relu,Adam,"[32, 16]",Dane2_raw,0.000565,0.000464,0.000385,216,25.27
1,leaky_relu,Adam,"[32, 32]",Dane1_standardise,0.448542,0.505716,0.45191,17,3.16
2,leaky_relu,Adam,"[32, 32]",Dane1_standardise,0.440327,0.507135,0.445073,29,4.72
3,leaky_relu,Adam,"[32, 32]",Dane1_standardise,0.436738,0.48741,0.437433,25,4.26
4,leaky_relu,Adam,"[32, 32]",Dane1_standardise,0.440824,0.498264,0.443668,21,3.72
5,leaky_relu,Adam,"[32, 32]",Dane1_standardise,0.453042,0.51116,0.457008,13,2.72
6,leaky_relu,Adam,"[32, 32]",Dane1_standardise,0.45295,0.512506,0.456608,13,2.66
7,leaky_relu,Adam,"[32, 32]",Dane1_standardise,0.451564,0.514844,0.456406,14,2.82
8,leaky_relu,Adam,"[32, 32]",Dane1_standardise,0.189834,0.182337,0.191023,152,20.75
9,leaky_relu,Adam,"[32, 32]",Dane1_standardise,0.468142,0.486289,0.463373,11,2.44
10,leaky_relu,Adam,"[32, 32]",Dane1_standardise,0.451876,0.505527,0.45473,13,2.66
1,leaky_relu,Adam,"[32, 32]",Dane1_raw,0.465488,0.495455,0.462756,11,2.5
2,leaky_relu,Adam,"[32, 32]",Dane1_raw,0.451588,0.485095,0.446827,20,3.57
3,leaky_relu,Adam,"[32, 32]",Dane1_raw,0.436819,0.483656,0.435288,26,4.37
4,leaky_relu,Adam,"[32, 32]",Dane1_raw,0.45172,0.487351,0.447927,26,4.36
5,leaky_relu,Adam,"[32, 32]",Dane1_raw,0.469416,0.475936,0.457219,35,5.49
6,leaky_relu,Adam,"[32, 32]",Dane1_raw,0.4534,0.493084,0.450546,18,3.3
7,leaky_relu,Adam,"[32, 32]",Dane1_raw,0.460924,0.500483,0.458914,13,2.7
8,leaky_relu,Adam,"[32, 32]",Dane1_raw,0.455219,0.501258,0.455314,13,7.25
9,leaky_relu,Adam,"[32, 32]",Dane1_raw,0.446596,0.481239,0.442177,24,4.14
10,leaky_relu,Adam,"[32, 32]",Dane1_raw,0.464436,0.500769,0.462018,13,2.65
1,leaky_relu,Adam,"[32, 32]",Dane2_standardise,0.003937,0.001939,0.003814,50,6.81
2,leaky_relu,Adam,"[32, 32]",Dane2_standardise,0.005162,0.003064,0.005102,40,5.63
3,leaky_relu,Adam,"[32, 32]",Dane2_standardise,0.007138,0.004923,0.005774,40,5.63
4,leaky_relu,Adam,"[32, 32]",Dane2_standardise,0.006868,0.00364,0.006217,28,4.24
5,leaky_relu,Adam,"[32, 32]",Dane2_standardise,0.010184,0.005221,0.009001,29,4.34
6,leaky_relu,Adam,"[32, 32]",Dane2_standardise,0.008009,0.003145,0.006031,24,3.82
7,leaky_relu,Adam,"[32, 32]",Dane2_standardise,0.006007,0.004823,0.005655,33,4.8
8,leaky_relu,Adam,"[32, 32]",Dane2_standardise,0.006669,0.003532,0.005033,35,5.05
9,leaky_relu,Adam,"[32, 32]",Dane2_standardise,0.004283,0.003128,0.003776,47,6.47
10,leaky_relu,Adam,"[32, 32]",Dane2_standardise,0.000369,0.000228,0.000341,280,32.7
1,leaky_relu,Adam,"[32, 32]",Dane2_raw,0.000915,0.000636,0.00069,227,26.9
2,leaky_relu,Adam,"[32, 32]",Dane2_raw,0.000471,0.000334,0.000325,197,23.48
3,leaky_relu,Adam,"[32, 32]",Dane2_raw,0.000286,0.000243,0.000207,227,26.87
4,leaky_relu,Adam,"[32, 32]",Dane2_raw,0.000485,0.000385,0.000336,252,29.62
5,leaky_relu,Adam,"[32, 32]",Dane2_raw,0.000358,0.000323,0.000298,218,25.95
6,leaky_relu,Adam,"[32, 32]",Dane2_raw,0.000462,0.000337,0.000301,368,42.98
7,leaky_relu,Adam,"[32, 32]",Dane2_raw,0.00045,0.000337,0.000295,150,18.2
8,leaky_relu,Adam,"[32, 32]",Dane2_raw,0.000284,0.000305,0.000269,239,28.19
9,leaky_relu,Adam,"[32, 32]",Dane2_raw,0.000494,0.000398,0.000311,196,23.25
10,leaky_relu,Adam,"[32, 32]",Dane2_raw,0.00034,0.000315,0.000231,192,22.88
1,leaky_relu,Adam,"[64, 64, 32]",Dane1_standardise,0.01911,0.02315,0.015,128,18.22
2,leaky_relu,Adam,"[64, 64, 32]",Dane1_standardise,0.010766,0.012234,0.004372,167,23.25
3,leaky_relu,Adam,"[64, 64, 32]",Dane1_standardise,0.010384,0.012217,0.004331,173,24.2
4,leaky_relu,Adam,"[64, 64, 32]",Dane1_standardise,0.009351,0.013514,0.003654,207,28.64
5,leaky_relu,Adam,"[64, 64, 32]",Dane1_standardise,0.061919,0.055454,0.059156,102,14.71
6,leaky_relu,Adam,"[64, 64, 32]",Dane1_standardise,0.137509,0.137972,0.146506,85,12.42
7,leaky_relu,Adam,"[64, 64, 32]",Dane1_standardise,0.010667,0.01448,0.005281,142,20.04
8,leaky_relu,Adam,"[64, 64, 32]",Dane1_standardise,0.012233,0.017103,0.007609,160,22.38
9,leaky_relu,Adam,"[64, 64, 32]",Dane1_standardise,0.126235,0.126966,0.135326,57,8.8
10,leaky_relu,Adam,"[64, 64, 32]",Dane1_standardise,0.126908,0.09892,0.125808,67,10.11
1,leaky_relu,Adam,"[64, 64, 32]",Dane1_raw,0.014116,0.019804,0.009743,159,22.33
2,leaky_relu,Adam,"[64, 64, 32]",Dane1_raw,0.127883,0.107493,0.12963,62,9.39
3,leaky_relu,Adam,"[64, 64, 32]",Dane1_raw,0.45392,0.475028,0.446954,16,3.31
4,leaky_relu,Adam,"[64, 64, 32]",Dane1_raw,0.482761,0.466475,0.466816,16,3.35
5,leaky_relu,Adam,"[64, 64, 32]",Dane1_raw,0.114494,0.099251,0.11706,91,13.25
6,leaky_relu,Adam,"[64, 64, 32]",Dane1_raw,0.549793,0.476964,0.519685,13,2.89
7,leaky_relu,Adam,"[64, 64, 32]",Dane1_raw,0.500794,0.481346,0.486668,12,2.8
8,leaky_relu,Adam,"[64, 64, 32]",Dane1_raw,0.06897,0.069558,0.071929,118,16.84
9,leaky_relu,Adam,"[64, 64, 32]",Dane1_raw,0.51311,0.468697,0.492132,11,2.63
10,leaky_relu,Adam,"[64, 64, 32]",Dane1_raw,0.066729,0.064739,0.069317,115,16.45
1,leaky_relu,Adam,"[64, 64, 32]",Dane2_standardise,0.008352,0.005392,0.007931,21,3.66
2,leaky_relu,Adam,"[64, 64, 32]",Dane2_standardise,0.010833,0.006552,0.010302,20,3.5
3,leaky_relu,Adam,"[64, 64, 32]",Dane2_standardise,0.007764,0.00651,0.007321,22,3.73
4,leaky_relu,Adam,"[64, 64, 32]",Dane2_standardise,0.010372,0.006971,0.009233,18,3.27
5,leaky_relu,Adam,"[64, 64, 32]",Dane2_standardise,0.000389,0.000161,0.000321,148,18.17
6,leaky_relu,Adam,"[64, 64, 32]",Dane2_standardise,0.008433,0.006009,0.007717,23,3.83
7,leaky_relu,Adam,"[64, 64, 32]",Dane2_standardise,0.011036,0.007276,0.010713,19,3.37
8,leaky_relu,Adam,"[64, 64, 32]",Dane2_standardise,0.008887,0.006554,0.008596,20,3.54
9,leaky_relu,Adam,"[64, 64, 32]",Dane2_standardise,0.011547,0.005991,0.010057,19,3.41
10,leaky_relu,Adam,"[64, 64, 32]",Dane2_standardise,0.011058,0.005605,0.009507,18,3.32
1,leaky_relu,Adam,"[64, 64, 32]",Dane2_raw,0.000333,0.000295,0.000271,79,10.2
